label,market,order_region,shipping_mode,category_name,order_month,order_day_of_week
1,Europe,Western Europe,Second Class,Fishing,8,5
0,Europe,Eastern Europe,Second Class,Camping & Hiking,12,2
1,Europe,Eastern Europe,Second Class,Camping & Hiking,12,6
1,Europe,Northern Europe,Second Class,Fishing,9,4
1,Europe,Southern Europe,Second Class,Camping & Hiking,10,3
1,Europe,Western Europe,Second Class,Camping & Hiking,9,4
0,Europe,Western Europe,Second Class,Fishing,9,2
1,Europe,Western Europe,Second Class,Fishing,8,5
1,Europe,Northern Europe,Second Class,Camping & Hiking,9,5
0,Europe,Southern Europe,Second Class,Fishing,6,5
1,Europe,Western Europe,Second Class,Fishing,8,5
1,Europe,Northern Europe,Second Class,Camping & Hiking,9,5
0,Europe,Western Europe,Second Class,Camping & Hiking,9,6
1,Europe,Western Europe,Second Class,Fishing,9,2
0,Europe,Northern Europe,Second Class,Fishing,10,1
0,Europe,Southern Europe,Second Class,Camping & Hiking,8,1
1,Europe,Southern Europe,Second Class,Camping & Hiking,6,1
1,Europe,Western Europe,Second Class,Camping & Hiking,8,3
0,Europe,Northern Europe,Second Class,Camping & Hiking,9,2
1,Europe,Northern Europe,Second Class,Fishing,8,6
1,Europe,Southern Europe,Second Class,Camping & Hiking,10,6
1,Europe,Southern Europe,Second Class,Camping & Hiking,9,3
1,Europe,Western Europe,Second Class,Fishing,9,3
1,Europe,Western Europe,Second Class,Fishing,9,5
1,Europe,Northern Europe,Second Class,Fishing,8,2
1,Europe,Western Europe,Second Class,Camping & Hiking,8,2
1,Europe,Western Europe,Second Class,Camping & Hiking,6,6
1,Europe,Northern Europe,Second Class,Fishing,8,6
1,Europe,Southern Europe,Second Class,Fishing,10,3
1,Europe,Western Europe,Second Class,Camping & Hiking,7,1
1,Europe,Western Europe,Second Class,Fishing,10,4
1,Europe,Western Europe,Second Class,Fishing,6,2
0,Europe,Western Europe,Second Class,Fishing,6,7
1,Europe,Eastern Europe,Second Class,Camping & Hiking,12,2
1,Europe,Southern Europe,Second Class,Fishing,10,3
0,Europe,Western Europe,Second Class,Fishing,8,3
0,Europe,Western Europe,Second Class,Fishing,6,7
1,Europe,Eastern Europe,Second Class,Camping & Hiking,12,2
1,Europe,Southern Europe,Second Class,Camping & Hiking,7,5
1,Europe,Southern Europe,Second Class,Fishing,10,6
1,Europe,Western Europe,Second Class,Fishing,10,2
1,Europe,Western Europe,Second Class,Fishing,7,6
1,Europe,Western Europe,Second Class,Books ,10,1
0,Europe,Western Europe,Second Class,Books ,10,6
1,Europe,Southern Europe,Second Class,Books ,10,6
1,Europe,Western Europe,Second Class,Books ,10,5
1,Europe,Western Europe,Second Class,DVDs,11,1
1,Europe,Western Europe,Second Class,DVDs,11,3
1,Europe,Western Europe,Second Class,DVDs,11,4
1,Europe,Western Europe,Second Class,DVDs,11,2
0,Europe,Western Europe,Second Class,DVDs,11,7
1,Europe,Northern Europe,Second Class,CDs ,10,7
1,Europe,Northern Europe,Second Class,CDs ,10,4
1,Europe,Northern Europe,Second Class,DVDs,11,3
1,Europe,Southern Europe,Second Class,Consumer Electronics,11,2
1,Europe,Western Europe,Second Class,Computers,11,1
1,Europe,Northern Europe,Second Class,Cardio Equipment,7,7
1,Europe,Western Europe,Second Class,Cardio Equipment,6,3
1,Europe,Western Europe,Second Class,Cleats,9,7
1,Europe,Western Europe,Second Class,Men's Footwear,10,6
1,Europe,Western Europe,Second Class,Cleats,6,4
1,Europe,Western Europe,Second Class,Cleats,10,1
1,Europe,Western Europe,Second Class,Crafts,11,7
1,Europe,Western Europe,Second Class,Men's Footwear,10,7
0,Europe,Western Europe,Second Class,Men's Footwear,10,6
1,Europe,Western Europe,Second Class,Men's Footwear,8,1
1,Europe,Western Europe,Second Class,Men's Footwear,6,3
1,Europe,Western Europe,Second Class,Men's Footwear,9,6
1,Europe,Western Europe,Second Class,Men's Footwear,7,7
1,Europe,Western Europe,Second Class,Men's Footwear,8,2
1,Europe,Southern Europe,Second Class,Men's Footwear,6,4
1,Europe,Southern Europe,Second Class,Men's Footwear,7,6
1,Europe,Western Europe,Second Class,Children's Clothing,10,6
0,Europe,Western Europe,Second Class,Men's Footwear,10,7
1,Europe,Western Europe,Second Class,Men's Footwear,6,4
0,Europe,Western Europe,Second Class,Men's Footwear,10,7
1,Europe,Northern Europe,Second Class,Men's Footwear,8,6
0,Europe,Southern Europe,Second Class,Shop By Sport,10,4
1,Europe,Northern Europe,Second Class,Women's Apparel,6,5
1,Europe,Southern Europe,Second Class,Women's Apparel,9,2
1,Europe,Northern Europe,Second Class,Accessories,6,2
1,Europe,Southern Europe,Second Class,Camping & Hiking,7,6
1,Europe,Western Europe,Second Class,Camping & Hiking,8,4
1,Europe,Western Europe,Second Class,Fishing,10,1
0,Europe,Western Europe,Second Class,Fishing,10,6
1,Europe,Northern Europe,Second Class,Fishing,6,5
0,Europe,Western Europe,Second Class,Fishing,10,6
0,Europe,Western Europe,Second Class,Camping & Hiking,10,6
1,Europe,Western Europe,Second Class,Camping & Hiking,9,7
0,Europe,Western Europe,Second Class,Camping & Hiking,10,7
1,Europe,Northern Europe,Second Class,Camping & Hiking,8,6
1,Europe,Northern Europe,Second Class,Fishing,8,6
1,Europe,Western Europe,Second Class,Fishing,10,7
1,LATAM,Caribbean,Second Class,Cardio Equipment,4,4
1,LATAM,Central America,Second Class,Cardio Equipment,2,3
1,LATAM,Caribbean,Second Class,Cardio Equipment,5,1
1,LATAM,Caribbean,Second Class,Cardio Equipment,5,1
1,LATAM,South America,Second Class,Cardio Equipment,6,4
0,LATAM,South America,Second Class,Cardio Equipment,2,1
1,LATAM,Central America,Second Class,Cardio Equipment,1,2
1,LATAM,Central America,Second Class,Cardio Equipment,3,6
1,LATAM,Caribbean,Second Class,Cleats,5,1
1,LATAM,Central America,Second Class,Cleats,5,6
0,Europe,Western Europe,Standard Class,Cleats,9,3
0,Europe,Northern Europe,Standard Class,Cleats,9,5
1,Europe,Northern Europe,Standard Class,Cleats,9,7
0,Europe,Northern Europe,Standard Class,Cleats,9,3
1,Europe,Western Europe,Standard Class,Women's Apparel,9,5
1,Europe,Northern Europe,Standard Class,Women's Apparel,6,7
1,Europe,Western Europe,Standard Class,Women's Apparel,9,7
1,Europe,Western Europe,Standard Class,Women's Apparel,9,7
0,Europe,Northern Europe,Standard Class,Women's Apparel,6,2
0,Europe,Northern Europe,Standard Class,Women's Apparel,10,4
0,Europe,Western Europe,Standard Class,Shop By Sport,8,5
0,Europe,Western Europe,Standard Class,Women's Apparel,6,6
1,Europe,Southern Europe,Standard Class,Women's Apparel,9,6
1,Europe,Western Europe,Standard Class,Women's Apparel,9,1
0,Europe,Southern Europe,Standard Class,Women's Apparel,8,5
0,Europe,Western Europe,Standard Class,Shop By Sport,6,2
1,Europe,Western Europe,Standard Class,Shop By Sport,9,6
0,Europe,Western Europe,Standard Class,Women's Apparel,9,2
0,Europe,Western Europe,Standard Class,Women's Apparel,8,6
0,Europe,Western Europe,Standard Class,Shop By Sport,9,1
0,Europe,Northern Europe,Standard Class,Women's Apparel,10,4
0,Europe,Western Europe,Standard Class,Women's Apparel,7,4
0,Europe,Western Europe,Standard Class,Women's Apparel,10,6
1,Europe,Western Europe,Standard Class,Shop By Sport,7,7
0,Europe,Western Europe,Standard Class,Women's Apparel,7,2
0,Europe,Northern Europe,Standard Class,Women's Apparel,8,3
0,Europe,Western Europe,Standard Class,Women's Apparel,7,4
1,Europe,Western Europe,Standard Class,Women's Apparel,9,2
0,Europe,Northern Europe,Standard Class,Shop By Sport,8,2
1,Europe,Western Europe,Standard Class,Women's Apparel,10,6
0,Europe,Southern Europe,Standard Class,Women's Apparel,8,7
0,Europe,Southern Europe,Standard Class,Women's Apparel,6,1
0,Europe,Western Europe,Standard Class,Shop By Sport,8,4
1,Europe,Western Europe,Standard Class,Shop By Sport,7,2
1,Europe,Western Europe,Standard Class,Shop By Sport,1,2
0,Europe,Western Europe,Standard Class,Golf Balls,8,2
1,Europe,Western Europe,Standard Class,Trade-In,6,1
1,Europe,Northern Europe,Standard Class,Electronics,10,7
0,Europe,Western Europe,Standard Class,Trade-In,9,1
0,Europe,Western Europe,Standard Class,Electronics,8,5
0,Europe,Eastern Europe,Standard Class,Electronics,1,2
1,Europe,Western Europe,Standard Class,Accessories,6,1
0,Europe,Southern Europe,Standard Class,Golf Balls,8,1
0,Europe,Northern Europe,Standard Class,Soccer,9,5
1,Europe,Western Europe,Standard Class,Soccer,8,7
0,Europe,Southern Europe,Standard Class,Lacrosse,9,1
0,Europe,Eastern Europe,Standard Class,Lacrosse,11,3
0,Europe,Western Europe,Standard Class,Cardio Equipment,8,5
1,Europe,Southern Europe,Standard Class,Cardio Equipment,6,1
0,Europe,Western Europe,Standard Class,Electronics,8,7
0,Europe,Northern Europe,Standard Class,Fitness Accessories,9,1
0,Europe,Western Europe,Standard Class,Cardio Equipment,8,3
1,Europe,Eastern Europe,Standard Class,Cardio Equipment,11,5
0,Europe,Northern Europe,Standard Class,Cardio Equipment,8,3
0,Europe,Western Europe,Standard Class,As Seen on  TV!,7,3
0,Europe,Western Europe,Standard Class,Cardio Equipment,6,5
1,Europe,Southern Europe,Standard Class,Cardio Equipment,6,7
0,Europe,Western Europe,Standard Class,Cardio Equipment,10,1
0,Europe,Western Europe,Standard Class,Cardio Equipment,9,6
1,Europe,Southern Europe,Standard Class,Cardio Equipment,7,1
0,Europe,Western Europe,Standard Class,Cardio Equipment,6,4
0,Europe,Western Europe,Standard Class,Cardio Equipment,8,6
0,Europe,Southern Europe,Standard Class,Cardio Equipment,9,6
1,Europe,Western Europe,Standard Class,Boxing & MMA,8,1
0,Europe,Western Europe,Standard Class,Cardio Equipment,6,2
0,Europe,Western Europe,Standard Class,Fitness Accessories,10,1
1,Europe,Western Europe,Standard Class,Cleats,6,3
1,Europe,Eastern Europe,Standard Class,Cleats,11,6
0,Europe,Western Europe,Standard Class,Cleats,6,6
1,Europe,Southern Europe,Standard Class,Cleats,6,3
1,Europe,Western Europe,Standard Class,Cleats,7,7
1,Europe,Western Europe,Standard Class,Cleats,8,4
0,Europe,Southern Europe,Standard Class,Cleats,9,7
0,Europe,Western Europe,Standard Class,Cleats,6,1
0,Europe,Western Europe,Standard Class,Cleats,8,5
1,Europe,Northern Europe,Standard Class,Cleats,8,4
1,Europe,Southern Europe,Standard Class,Cleats,6,6
1,Europe,Western Europe,Standard Class,Cleats,7,6
1,Europe,Western Europe,Standard Class,Cleats,8,2
1,Europe,Northern Europe,Standard Class,Cleats,7,6
1,Europe,Southern Europe,Standard Class,Cleats,10,5
1,Europe,Western Europe,Standard Class,Cleats,9,4
0,Europe,Western Europe,Standard Class,Cleats,10,3
1,Europe,Western Europe,Standard Class,Cleats,8,1
0,Europe,Northern Europe,Standard Class,Cleats,8,3
0,Europe,Northern Europe,Standard Class,Cleats,10,5
1,Europe,Western Europe,Standard Class,Cleats,9,5
1,Europe,Western Europe,Standard Class,Cleats,7,5
0,Europe,Southern Europe,Standard Class,Cleats,10,7
0,Europe,Southern Europe,Standard Class,Cleats,6,1
1,Europe,Western Europe,Standard Class,Cleats,7,6
1,Europe,Western Europe,Standard Class,Cleats,7,5
0,Europe,Western Europe,Standard Class,Cleats,7,6
0,Europe,Western Europe,Standard Class,Cleats,8,6
1,Europe,Western Europe,Standard Class,Cleats,10,6
1,Europe,Eastern Europe,Standard Class,Cleats,9,3
0,Europe,Northern Europe,Standard Class,Cleats,6,2
1,Europe,Western Europe,Standard Class,Cleats,6,6
1,Europe,Southern Europe,Standard Class,Cleats,11,2
1,Europe,Northern Europe,Standard Class,Women's Apparel,10,5
0,Europe,Southern Europe,Standard Class,Shop By Sport,9,4
1,Europe,Southern Europe,Standard Class,Shop By Sport,8,1
1,Europe,Western Europe,Standard Class,Women's Apparel,9,7
0,Europe,Southern Europe,Standard Class,Shop By Sport,8,5
0,Europe,Western Europe,Standard Class,Women's Apparel,8,1
1,Europe,Western Europe,Standard Class,Shop By Sport,9,7
1,Europe,Western Europe,Standard Class,Women's Apparel,8,5
0,Europe,Western Europe,Standard Class,Shop By Sport,7,4
1,Europe,Western Europe,Standard Class,Women's Apparel,7,2
1,Europe,Western Europe,Standard Class,Women's Apparel,6,2
0,Europe,Western Europe,Standard Class,Women's Apparel,8,6
1,Europe,Western Europe,Standard Class,Women's Apparel,7,3
1,Europe,Western Europe,Standard Class,Women's Apparel,7,7
0,Europe,Northern Europe,Standard Class,Women's Apparel,8,7
1,Europe,Western Europe,Standard Class,Women's Apparel,8,7
1,Europe,Northern Europe,Standard Class,Shop By Sport,1,4
0,Europe,Northern Europe,Standard Class,Shop By Sport,7,3
1,Europe,Northern Europe,Standard Class,Women's Apparel,8,5
1,Europe,Eastern Europe,Standard Class,Women's Apparel,12,6
0,Europe,Eastern Europe,Standard Class,Women's Apparel,11,3
1,Europe,Northern Europe,Standard Class,Women's Apparel,9,3
0,Europe,Western Europe,Standard Class,Women's Apparel,8,3
1,Europe,Northern Europe,Standard Class,Women's Apparel,9,7
0,Europe,Western Europe,Standard Class,Shop By Sport,8,4
1,Europe,Western Europe,Standard Class,Women's Apparel,6,6
1,Europe,Eastern Europe,Standard Class,Women's Apparel,11,5
1,Europe,Western Europe,Standard Class,Shop By Sport,8,2
0,Europe,Western Europe,Standard Class,Women's Apparel,8,2
1,Europe,Western Europe,Standard Class,Women's Apparel,8,5
0,Europe,Western Europe,Standard Class,Women's Apparel,8,1
0,Europe,Western Europe,Standard Class,Shop By Sport,6,4
1,Europe,Western Europe,Standard Class,Women's Apparel,8,4
0,Europe,Western Europe,Standard Class,Women's Apparel,7,1
0,Europe,Northern Europe,Standard Class,Women's Apparel,9,2
0,Europe,Southern Europe,Standard Class,Women's Apparel,9,4
0,Europe,Northern Europe,Standard Class,Women's Apparel,9,4
0,Europe,Southern Europe,Standard Class,Women's Apparel,6,1
1,Europe,Southern Europe,Standard Class,Women's Apparel,7,5
0,Europe,Western Europe,Standard Class,Shop By Sport,7,2
1,Europe,Eastern Europe,Standard Class,Women's Apparel,10,2
1,Europe,Eastern Europe,Standard Class,Women's Apparel,10,7
1,Europe,Northern Europe,Standard Class,Women's Apparel,7,6
0,Europe,Northern Europe,Standard Class,Accessories,9,4
1,Europe,Northern Europe,Standard Class,Electronics,9,6
0,Europe,Northern Europe,Standard Class,Golf Balls,6,2
0,Europe,Western Europe,Standard Class,Electronics,8,1
0,Europe,Western Europe,Standard Class,Cardio Equipment,6,1
0,Europe,Northern Europe,Standard Class,Cardio Equipment,9,7
0,Europe,Western Europe,Standard Class,Cardio Equipment,7,4
0,Europe,Western Europe,Standard Class,Cleats,9,6
0,Europe,Eastern Europe,Standard Class,Cleats,9,5
0,Europe,Southern Europe,Standard Class,Cleats,9,5
0,Europe,Western Europe,Standard Class,Cleats,8,7
0,Europe,Northern Europe,Standard Class,Cleats,10,6
0,Europe,Southern Europe,Standard Class,Cleats,9,2
0,Europe,Southern Europe,Standard Class,Cleats,10,2
0,Europe,Northern Europe,Standard Class,Women's Apparel,8,2
0,Europe,Western Europe,Standard Class,Women's Apparel,7,1
0,Europe,Southern Europe,Standard Class,Shop By Sport,9,2
0,Europe,Southern Europe,Standard Class,Women's Apparel,7,6
0,Europe,Eastern Europe,Standard Class,Women's Apparel,9,5
0,Europe,Western Europe,Standard Class,Shop By Sport,9,7
0,Europe,Western Europe,Standard Class,Shop By Sport,7,3
0,Europe,Northern Europe,Standard Class,Women's Apparel,9,7
0,Europe,Western Europe,Standard Class,Shop By Sport,8,1
0,Europe,Western Europe,Standard Class,Women's Apparel,10,3
0,Europe,Southern Europe,Standard Class,Electronics,9,7
0,Europe,Southern Europe,Standard Class,Electronics,9,2
0,LATAM,Central America,Standard Class,Baseball & Softball,2,1
0,LATAM,Central America,Standard Class,Cardio Equipment,1,3
0,LATAM,South America,Standard Class,Cardio Equipment,5,6
0,LATAM,Central America,Standard Class,Cardio Equipment,3,1
0,LATAM,Central America,Standard Class,Cleats,3,7
0,LATAM,Central America,Standard Class,Cleats,1,3
0,LATAM,South America,Standard Class,Cleats,1,1
0,LATAM,South America,Standard Class,Cleats,2,5
0,LATAM,South America,Standard Class,Cleats,1,1
0,LATAM,Caribbean,Standard Class,Cleats,4,2
0,LATAM,South America,Standard Class,Cleats,1,5
0,LATAM,South America,Standard Class,Cleats,4,5
0,LATAM,South America,Standard Class,Cleats,5,6
0,Pacific Asia,Southeast Asia,Standard Class,Shop By Sport,12,4
0,Pacific Asia,West Asia,Standard Class,Women's Apparel,9,2
0,Pacific Asia,South Asia,Standard Class,Women's Apparel,11,5
1,Pacific Asia,West Asia,Standard Class,Girls' Apparel,10,4
1,Pacific Asia,Oceania,Standard Class,Shop By Sport,12,5
0,Pacific Asia,Oceania,Standard Class,Women's Apparel,3,2
0,Pacific Asia,Oceania,Standard Class,Women's Apparel,2,3
0,Pacific Asia,West Asia,Standard Class,Trade-In,11,4
0,Pacific Asia,South Asia,Standard Class,Golf Balls,12,2
0,Pacific Asia,Eastern Asia,Standard Class,Trade-In,11,3
1,Pacific Asia,Eastern Asia,Standard Class,Cardio Equipment,11,2
0,Pacific Asia,Oceania,Standard Class,Cardio Equipment,3,4
0,Pacific Asia,West Asia,Standard Class,Cardio Equipment,9,6
1,Pacific Asia,Oceania,Standard Class,Cardio Equipment,1,5
0,Pacific Asia,South Asia,Standard Class,Cardio Equipment,2,2
0,Pacific Asia,Eastern Asia,Standard Class,Cardio Equipment,3,5
0,Pacific Asia,Oceania,Standard Class,Cardio Equipment,2,1
1,Pacific Asia,South Asia,Standard Class,Cardio Equipment,1,5
1,Pacific Asia,Eastern Asia,Standard Class,Electronics,11,3
0,Pacific Asia,Southeast Asia,Standard Class,Cardio Equipment,12,7
1,Pacific Asia,Southeast Asia,Standard Class,Cardio Equipment,2,2
0,Pacific Asia,Eastern Asia,Standard Class,Cleats,12,5
0,Pacific Asia,South Asia,Standard Class,Cleats,3,7
0,Pacific Asia,Oceania,Standard Class,Cleats,11,5
1,Pacific Asia,Eastern Asia,Standard Class,Cleats,11,3
1,Pacific Asia,West Asia,Standard Class,Cleats,12,1
0,Pacific Asia,Eastern Asia,Standard Class,Cleats,2,1
0,Pacific Asia,Oceania,Standard Class,Cleats,2,1
1,Pacific Asia,Eastern Asia,Standard Class,Cleats,1,5
0,Pacific Asia,Southeast Asia,Standard Class,Cleats,2,7
1,Pacific Asia,West Asia,Standard Class,Cleats,11,2
1,Pacific Asia,Southeast Asia,Standard Class,Cleats,1,1
0,Pacific Asia,West Asia,Standard Class,Cleats,9,4
0,Pacific Asia,South Asia,Standard Class,Cleats,1,1
0,Pacific Asia,Southeast Asia,Standard Class,Cleats,2,2
0,Pacific Asia,South Asia,Standard Class,Shop By Sport,12,1
0,Pacific Asia,South Asia,Standard Class,Shop By Sport,1,7
0,Pacific Asia,Southeast Asia,Standard Class,Shop By Sport,2,6
0,Pacific Asia,Eastern Asia,Standard Class,Women's Apparel,12,4
1,Pacific Asia,Central Asia,Standard Class,Women's Apparel,10,1
0,Pacific Asia,Eastern Asia,Standard Class,Women's Apparel,12,4
1,Pacific Asia,Oceania,Standard Class,Women's Apparel,2,6
0,Pacific Asia,South Asia,Standard Class,Women's Apparel,12,6
0,Pacific Asia,Oceania,Standard Class,Women's Apparel,3,5
1,Pacific Asia,West Asia,Standard Class,Women's Apparel,12,6
0,Pacific Asia,South Asia,Standard Class,Women's Apparel,2,2
1,Pacific Asia,Eastern Asia,Standard Class,Women's Apparel,2,3
1,Pacific Asia,South Asia,Standard Class,Women's Apparel,11,7
0,Pacific Asia,Oceania,Standard Class,Women's Apparel,4,2
1,Pacific Asia,Oceania,Standard Class,Women's Apparel,2,1
1,Pacific Asia,South Asia,Standard Class,Women's Apparel,10,1
0,Pacific Asia,Oceania,Standard Class,Shop By Sport,11,4
0,Pacific Asia,Eastern Asia,Standard Class,Women's Apparel,12,5
0,Pacific Asia,Southeast Asia,Standard Class,Women's Apparel,1,1
1,Pacific Asia,Eastern Asia,Standard Class,Shop By Sport,11,4
0,Pacific Asia,Southeast Asia,Standard Class,Shop By Sport,1,7
1,Pacific Asia,West Asia,Standard Class,Women's Apparel,12,1
0,Pacific Asia,Oceania,Standard Class,Electronics,11,5
0,Pacific Asia,Southeast Asia,Standard Class,Golf Balls,2,2
0,Pacific Asia,West Asia,Standard Class,Trade-In,9,6
0,Pacific Asia,Oceania,Standard Class,Trade-In,1,3
1,Pacific Asia,South Asia,Standard Class,Trade-In,3,7
0,Pacific Asia,Eastern Asia,Standard Class,Golf Balls,11,4
1,Pacific Asia,Southeast Asia,Standard Class,Accessories,11,6
0,Pacific Asia,South Asia,Standard Class,Trade-In,2,3
0,Pacific Asia,West Asia,Standard Class,Trade-In,11,2
1,Pacific Asia,Eastern Asia,Standard Class,Electronics,3,7
0,Pacific Asia,Eastern Asia,Standard Class,Electronics,12,1
0,Pacific Asia,Oceania,Standard Class,Electronics,4,6
0,Pacific Asia,Oceania,Standard Class,Cardio Equipment,10,6
0,Pacific Asia,South Asia,Standard Class,Cleats,1,6
0,Pacific Asia,South Asia,Standard Class,Cleats,1,6
0,Pacific Asia,South Asia,Standard Class,Cleats,1,6
0,Pacific Asia,Oceania,Standard Class,Shop By Sport,3,3
0,Pacific Asia,Southeast Asia,Standard Class,Women's Apparel,12,5
0,Pacific Asia,Oceania,Standard Class,Women's Apparel,2,6
0,Pacific Asia,Oceania,Standard Class,Shop By Sport,3,2
0,USCA,US Center ,Standard Class,Cardio Equipment,7,6
0,USCA,East of USA,Standard Class,Cardio Equipment,5,7
0,USCA,West of USA ,Standard Class,Cleats,8,6
0,USCA,US Center ,Standard Class,Cleats,8,7
0,USCA,US Center ,Standard Class,Cleats,8,4
0,USCA,South of  USA ,Standard Class,Girls' Apparel,5,6
0,USCA,US Center ,Standard Class,Women's Apparel,8,6
0,USCA,West of USA ,Standard Class,Women's Apparel,8,1
0,USCA,South of  USA ,Standard Class,Women's Apparel,6,2
0,USCA,West of USA ,Standard Class,Electronics,8,1
0,USCA,South of  USA ,Standard Class,Electronics,4,6
1,USCA,East of USA,Standard Class,Cardio Equipment,8,3
1,USCA,East of USA,Standard Class,Cardio Equipment,8,1
0,USCA,West of USA ,Standard Class,Cardio Equipment,8,3
1,USCA,East of USA,Standard Class,Electronics,6,1
0,USCA,West of USA ,Standard Class,Cleats,4,2
0,USCA,Canada,Standard Class,Cleats,12,1
0,USCA,Canada,Standard Class,Cleats,12,1
1,USCA,South of  USA ,Standard Class,Cleats,4,4
0,USCA,West of USA ,Standard Class,Cleats,7,7
0,USCA,Canada,Standard Class,Cleats,12,5
1,USCA,West of USA ,Standard Class,Cleats,8,5
0,USCA,East of USA,Standard Class,Women's Apparel,4,4
0,USCA,US Center ,Standard Class,Women's Apparel,8,2
0,USCA,Canada,Standard Class,Women's Apparel,10,3
0,USCA,East of USA,Standard Class,Shop By Sport,8,7
1,USCA,US Center ,Standard Class,Women's Apparel,6,4
1,USCA,US Center ,Standard Class,Women's Apparel,7,4
0,USCA,West of USA ,Standard Class,Women's Apparel,4,2
0,USCA,West of USA ,Standard Class,Women's Apparel,5,1
0,USCA,East of USA,Standard Class,Women's Apparel,8,7
1,USCA,West of USA ,Standard Class,Women's Apparel,6,2
0,USCA,West of USA ,Standard Class,Accessories,4,2
0,USCA,Canada,Standard Class,Electronics,10,3
0,USCA,US Center ,Standard Class,Baseball & Softball,4,3
0,USCA,US Center ,Standard Class,Lacrosse,6,7
0,USCA,South of  USA ,Standard Class,Electronics,7,3
0,USCA,US Center ,Standard Class,Cardio Equipment,8,6
0,USCA,Canada,Standard Class,Cardio Equipment,9,6
0,USCA,South of  USA ,Standard Class,Cardio Equipment,6,6
1,USCA,West of USA ,Standard Class,Cardio Equipment,8,1
0,USCA,US Center ,Standard Class,Cleats,6,7
1,USCA,West of USA ,Standard Class,Cleats,6,6
0,USCA,East of USA,Standard Class,Cleats,6,2
0,USCA,Canada,Standard Class,Cleats,11,4
0,USCA,US Center ,Standard Class,Cleats,5,3
1,USCA,US Center ,Standard Class,Cleats,5,3
0,USCA,Canada,Standard Class,Cleats,1,3
1,USCA,Canada,Standard Class,Shop By Sport,11,6
1,USCA,East of USA,Standard Class,Shop By Sport,6,2
0,USCA,US Center ,Standard Class,Shop By Sport,7,5
0,USCA,Canada,Standard Class,Women's Apparel,11,7
0,USCA,East of USA,Standard Class,Shop By Sport,4,3
0,USCA,Canada,Standard Class,Women's Apparel,11,4
0,USCA,East of USA,Standard Class,Shop By Sport,6,2
0,USCA,East of USA,Standard Class,Women's Apparel,8,4
0,USCA,West of USA ,Standard Class,Shop By Sport,6,4
0,USCA,West of USA ,Standard Class,Women's Apparel,8,6
0,USCA,US Center ,Standard Class,Women's Apparel,4,5
1,USCA,East of USA,Standard Class,Shop By Sport,4,7
0,USCA,US Center ,Standard Class,Golf Balls,4,5
0,USCA,US Center ,Standard Class,Electronics,6,6
1,USCA,East of USA,Standard Class,Trade-In,7,7
0,USCA,West of USA ,Standard Class,Accessories,4,5
0,USCA,US Center ,Standard Class,Lacrosse,4,2
0,USCA,East of USA,Standard Class,Cardio Equipment,4,3
0,USCA,West of USA ,Standard Class,Cardio Equipment,5,3
0,USCA,West of USA ,Standard Class,Cardio Equipment,7,2
0,USCA,East of USA,Standard Class,Cleats,7,3
0,USCA,South of  USA ,Standard Class,Cleats,5,3
0,USCA,West of USA ,Standard Class,Cleats,4,3
0,USCA,West of USA ,Standard Class,Cleats,4,3
0,USCA,West of USA ,Standard Class,Women's Apparel,4,2
0,USCA,West of USA ,Standard Class,Women's Apparel,5,2
0,USCA,West of USA ,Standard Class,Women's Apparel,6,3
0,USCA,West of USA ,Standard Class,Electronics,6,1
0,USCA,US Center ,Standard Class,Electronics,4,2
1,Africa,Southern Africa,First Class,Men's Footwear,11,6
1,Africa,North Africa,First Class,Men's Footwear,1,5
1,Europe,Northern Europe,First Class,Cameras ,10,5
1,Europe,Eastern Europe,First Class,Cardio Equipment,12,5
1,Europe,Southern Europe,First Class,Men's Footwear,9,6
1,Europe,Southern Europe,First Class,Men's Footwear,9,6
1,Europe,Western Europe,First Class,Men's Footwear,9,5
1,Europe,Western Europe,First Class,Men's Footwear,6,4
1,Europe,Western Europe,First Class,Men's Footwear,10,5
1,Europe,Southern Europe,First Class,Men's Footwear,8,3
1,Europe,Western Europe,First Class,Men's Footwear,8,6
1,Europe,Western Europe,First Class,Crafts,11,3
1,Europe,Western Europe,First Class,Men's Footwear,9,7
1,Europe,Western Europe,First Class,Men's Footwear,8,3
1,Europe,Western Europe,First Class,Men's Footwear,8,2
1,Europe,Western Europe,First Class,Men's Footwear,8,2
1,Europe,Southern Europe,First Class,Men's Footwear,7,1
1,Europe,Western Europe,First Class,Men's Footwear,8,2
1,Europe,Western Europe,First Class,Cleats,10,7
1,Europe,Western Europe,First Class,Men's Footwear,8,3
1,Europe,Western Europe,First Class,Cleats,8,6
1,Europe,Western Europe,First Class,Men's Footwear,8,7
1,Europe,Western Europe,First Class,Children's Clothing,10,7
1,Europe,Northern Europe,First Class,Cleats,8,1
1,Europe,Western Europe,First Class,Cleats,8,7
1,Europe,Western Europe,First Class,Women's Apparel,8,7
1,Europe,Southern Europe,First Class,Women's Apparel,7,1
0,Europe,Western Europe,Standard Class,Cleats,7,4
1,Europe,Western Europe,Standard Class,Cleats,9,4
1,Europe,Western Europe,Standard Class,Cleats,9,4
0,Europe,Western Europe,Standard Class,Cleats,10,2
0,Europe,Northern Europe,Standard Class,Cleats,9,1
0,Europe,Southern Europe,Standard Class,Cleats,10,6
1,Europe,Western Europe,Standard Class,Cleats,6,3
1,Europe,Western Europe,Standard Class,Cleats,8,1
0,Europe,Western Europe,Standard Class,Cleats,8,7
